test_donor,seed,scenario,protein,mask_seed,mask_source,n_masked_proteins
P5,41,random_size_matched_15,CD144,825412,random_feature_name_only_size_matched_to_targeted_mask,15
P5,41,random_size_matched_15,CD200,825412,random_feature_name_only_size_matched_to_targeted_mask,15
P5,41,random_size_matched_15,CD49a,825412,random_feature_name_only_size_matched_to_targeted_mask,15
P5,41,random_size_matched_15,CD49d,825412,random_feature_name_only_size_matched_to_targeted_mask,15
P5,41,random_size_matched_15,CD164,825412,random_feature_name_only_size_matched_to_targeted_mask,15
P5,41,random_size_matched_15,CD307d,825412,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_10,CD155,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD45-1,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD117,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD201,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD25,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD294,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,Podoplanin,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,TCR-1,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD66b,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD24,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,TCR-2,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD163,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD124,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD49b,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD177,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,IgD,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD38-1,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD284,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD203c,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD126,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD142,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_10,CD161,335421,legacy_v33_deterministic_feature_mask,22
P5,42,random_30,CD275-1,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD11b-1,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD270,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD155,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD47,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD70,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD40,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD154,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD3-1,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD4-1,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD8,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD3-2,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD138-1,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD90,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD194,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD8a,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD14,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD25,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD45RO,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD335,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,Podoplanin,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,Cadherin,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD195,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD185,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD27,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD141,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD314,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD57,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD96,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD24,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD235ab,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,Siglec-8,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,Notch-1,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD268,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD42b,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD119,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,TCR-2,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,Notch-2,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD122,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD135,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD59,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD309,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD303,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD81,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,IgD,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD18,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD38-1,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD127,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD15,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD71,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD26-1,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD144,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD301,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD63,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD284,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD36,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,MERTK,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD171,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD93,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,C5L2,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD73,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD79a,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD109,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD319,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CLEC12A,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CD161,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_30,CCR10,335423,legacy_v33_deterministic_feature_mask,67
P5,42,random_50,CD80,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD11b-1,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,Galectin-9,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD252,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD155,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD112,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD30,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD48,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD154,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD4-1,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD8,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD56-1,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD11c,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD90,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD117,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD123,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD105,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD44-1,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD8a,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD14,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD25,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD45RO,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD20,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD335,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD294,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,Podoplanin,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD140b,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,Cadherin,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD340,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD146,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD152,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD223,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,HLA-DR,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD141,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD1d,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD314,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD35,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD57,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD366,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD275-2,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD96,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD39,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD178,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD79b,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD235ab,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD370,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,XCR1,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD268,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD42b,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD54,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD62P,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD119,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,Notch-2,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD68,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,Rat-IgG1-1,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD192,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD122,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD267,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD83,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD357,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD59,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD13,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD184,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD49b,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD98,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD177,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD55,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,IgD,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD15,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD22,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,B7-H4,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD193,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD115,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD144,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD301,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD63,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD284,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD172a,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD38-2,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD243,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,MERTK,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,Folate,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,TIM-4,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD325,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD93,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD338,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD235a,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD49a,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD79a,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,TCR-V-24-J-18,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD354,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD202b,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD305,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,LOX-1,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD133-2,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD209,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD110,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD253,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD186,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD109,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD164,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD307d,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD307e,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD138-2,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD99,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CLEC12A,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD16,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD161,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CCR10,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD271,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD45RB,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_50,CD46,335425,legacy_v33_deterministic_feature_mask,112
P5,42,random_70,CD274,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,Galectin-9,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD270,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD252,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD112,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD47,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD70,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD30,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD48,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD40,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD52,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD4-1,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD56-1,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD45-1,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD3-2,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD19,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD11c,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD34,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD269,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD90,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD123,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD105,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD201,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD194,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD4-2,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD14,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD56-2,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD45RO,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,TIGIT,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,Rat-IgG2b,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD20,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD335,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD31,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD44-2,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,Podoplanin,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD140a,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD140b,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,Cadherin,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD340,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD146,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD324,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,IgM,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,TCR-1,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD195,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD196,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD185,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD103,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD69,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD152,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD223,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD27,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD95,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD134,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD1c,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD11b-2,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD64,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD1d,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD66b,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD57,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD272,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD278,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD275-2,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD96,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD178,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CX3CR1,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD24,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD79b,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD66a/c/e,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD244,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD235ab,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,Siglec-8,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD169,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD370,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,XCR1,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,Notch-1,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,Integrin-7,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD42b,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD62P,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,TCR-2,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,Notch-2,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD68,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,Rat-IgG1-1,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,Rag-IgG2c,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD102,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD122,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD267,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD62E,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD135,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD41,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD137,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD43,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD163,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD83,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD59,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD309,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD124,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD13,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD184,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD2,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD29,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD303,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD98,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD177,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD55,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD18,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD28,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,TSLPR,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD127,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD22,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,B7-H4,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD26-1,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD115,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD204,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD1a,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD207,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD284,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD304,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD172a,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD85g,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD243,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD72,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,MERTK,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,TIM-4,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD171,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD325,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD93,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD200,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD338,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD235a,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD49a,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD49d,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD79a,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD9,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD202b,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD305,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,LOX-1,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD203c,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD133-2,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD110,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD253,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD186,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD226,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD205,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD109,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD11a/CD18,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD126,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD142,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD307e,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD319,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CLEC12A,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD161,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD271,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,GP130,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD199,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CD46,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,VEGFR-3,335427,legacy_v33_deterministic_feature_mask,157
P5,42,random_70,CLEC2,335427,legacy_v33_deterministic_feature_mask,157
P5,42,marker_memory,CD45RA,,legacy_v33_deterministic_feature_mask,6
P5,42,marker_memory,CD45RO,,legacy_v33_deterministic_feature_mask,6
P5,42,marker_memory,CD27,,legacy_v33_deterministic_feature_mask,6
P5,42,marker_memory,CD95,,legacy_v33_deterministic_feature_mask,6
P5,42,marker_memory,CD28,,legacy_v33_deterministic_feature_mask,6
P5,42,marker_memory,CD127,,legacy_v33_deterministic_feature_mask,6
P5,42,marker_tcell,CD3-1,,legacy_v33_deterministic_feature_mask,15
P5,42,marker_tcell,CD4-1,,legacy_v33_deterministic_feature_mask,15
P5,42,marker_tcell,CD8,,legacy_v33_deterministic_feature_mask,15
P5,42,marker_tcell,CD3-2,,legacy_v33_deterministic_feature_mask,15
P5,42,marker_tcell,CD45RA,,legacy_v33_deterministic_feature_mask,15
P5,42,marker_tcell,CD4-2,,legacy_v33_deterministic_feature_mask,15
P5,42,marker_tcell,CD8a,,legacy_v33_deterministic_feature_mask,15
P5,42,marker_tcell,CD45RO,,legacy_v33_deterministic_feature_mask,15
